PM10,predicted_aqi_actual,predicted_aqi_predicted,actual_aqi_bucket,predicted_aqi_bucket
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
122.0,122.86,184.55,Unhealthy for Sensitive Groups,Unhealthy
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
82.0,81.18,89.88,Moderate,Moderate
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
92.0,110.13,142.12,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
